;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2016;9;1.9;1.1;0;0;0.8;0.6;0.3;2.8;1.5;8.6;6.6;12.8;1.4;0;17.1;0.3;0.9;0.3;0;0;23.4;9.4;26;0;0.3;0.3;1.4;8.9;0.3;10;-
2016;10;0.3;0.3;0;6.7;15.1;44.8;20.7;2.1;1.1;2.2;11.3;35.6;1.4;0.3;0;17.5;33;23.2;14.9;0;5.6;2.2;1.1;0.3;0;1.9;0.3;0.6;0.3;3.4;9.6
2016;11;0.9;0;9.5;2.8;2.4;0.6;0.3;0;0;0;23.8;17.3;1.4;20.3;9.3;20.5;9.5;25.5;137.6;127.8;8.1;3.6;103.9;65.3;2.5;4.9;47.3;33.4;1.2;2.2;-
2016;12;21;0.3;0.3;15.7;0.3;0;0;19.8;14;2.8;12.9;8;0.9;0.8;5.1;11.4;0.3;0.9;1.7;2.8;4.2;9.8;6.9;0.3;1.6;20;8.1;0.3;0.6;0;6
2017;1;1.4;0.3;0;0;0;0;1.1;56.6;20.4;9.3;4.1;1.2;12.7;0.9;0.3;0.3;0;0;0;0;0;0;0;0;0;0;2.1;0.3;0.3;0;0
2017;2;0;0;0;2.8;4.4;0.3;1.3;0;0;3.3;0;1.5;0.3;0;0;0;0;0;0.3;0.6;0.3;0;0;0;0;0;0.3;0.3;-;-;-
2017;3;0;1.3;0.9;5;0.6;4;0.3;0;0;0.9;0;0.3;0;0;0.3;0.9;0;0.9;0;0;13;8.1;5;0.9;0.3;0;0;0;0;0;0
2017;4;0;12.1;0.3;0;0;0;6.1;2.8;0;0;0.3;0;0;1.4;1.9;3.1;5.5;0;33.2;0;0;0;1.8;0;0.3;0.9;0;0;0.3;0.3;-
2017;5;0;15.7;6.6;8.1;19.8;0.3;27;15.3;30.8;10.7;1.1;21.8;0;1.8;1.9;19.7;9.8;1.9;24.7;4.9;18.6;21.9;0.3;0.3;0;14.9;0;10;15.3;1.1;0.3
2017;6;1.6;0.3;0;1.5;0.3;0.3;18.1;38.2;8.5;4.1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
2017;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;0;11.2;0.9;10;0.6;2.3;0.3;8.7;0.6;1.1;17.6;3.9;18.6;5.1
2017;8;1.4;0;0.3;0.3;2.2;29.3;0.9;0.3;7.9;0.6;0.3;4.1;9.5;0.6;0.6;1.3;4.9;1.5;8.2;3.7;0;0.3;1.8;23.9;24;3.6;0.8;0;10.4;0;3.1
2017;9;0.3;0.3;0;0;2.5;0.3;0;2.9;13.4;6.8;6.4;0;0;6.5;0.3;7.8;10.9;12.9;32.9;15.4;16.6;41.1;33.9;17.5;0.6;31.3;45.1;1.9;0.3;26.2;-
2017;10;21.7;17.1;22.4;66.6;70.9;0.9;0;0;1.6;0;0.3;0;0;0.3;0.5;0.3;0.3;0.3;1.9;0;0.6;2.4;16;36.2;6.1;28.1;10.2;2.9;0;1.3;4.7
2017;11;0;0.8;1.6;71.4;0.9;0.3;1.8;0.6;1.1;0.3;0;0.8;9.1;12.5;0;10.1;0.3;0;0.6;2.5;22.9;16.9;12.3;26.3;4.1;1.7;6.6;26;32.4;0.9;-
