;;Lluvia (mm);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Año;Mes;Día 1;Día 2;Día 3;Día 4;Día 5;Día 6;Día 7;Día 8;Día 9;Día 10;Día 11;Día 12;Día 13;Día 14;Día 15;Día 16;Día 17;Día 18;Día 19;Día 20;Día 21;Día 22;Día 23;Día 24;Día 25;Día 26;Día 27;Día 28;Día 29;Día 30;Día 31
2019;6;0.2;0;0.2;0;0.2;2;2.4;24.2;0.2;1.4;1.8;5;5.4;0.6;0;0.2;0;0;1;1.4;0.4;0.6;2.4;2.4;1.6;0.2;4.8;1.8;2.4;0;-99
2019;7;1;0.6;11.2;0.8;0;0;2.4;4;0.6;0;0;0;0;21.8;16;0.2;0;3.2;1.6;0;23.6;16.8;3;0;6.4;1.8;0;3.6;0;0;0
2019;8;0;1;0;0;0;3.4;12.2;2.4;0;7.4;0;12.4;8;24.4;0.2;3.6;14.8;12;3.4;10.6;0;0.2;0;0;0;1;0.2;0.2;4.8;0;0
2019;9;0;0;0;2.8;0.2;0.4;3.4;0;0.2;0.2;0;19.2;0;0;5.8;0.2;0.6;0.2;13;28;30.8;0.6;3.2;3.8;4.2;54;21.2;13.8;0.2;0;-99
2019;10;0.6;19;0.2;5.2;12.2;2.4;0;3;4;19;8.6;9;0.2;56.6;1;0.2;0;0.2;0.2;48;0;0;0.2;18.2;46.8;3.6;0.2;5.8;0.4;4.6;1.6
2019;11;0.8;0.6;0.2;0.2;0;7.8;3.2;1.6;3.6;0;0.2;0;0;0.4;0;0;0;0;1.6;0.4;0;0.2;0.2;1.6;2.2;0;9.2;45.4;6.6;0.2;-99
2019;12;0;0;0.8;0;1.8;8;0;0.2;0;0;1.4;1.6;0;0.4;0.2;0.2;0;0.6;0.6;0;0;0.6;0.4;0.6;0.6;1.6;0.6;0;0.2;0;0
2020;1;0;0;0;0.2;2.8;0.2;0.2;17.2;6.8;1.2;0.2;5.6;3.8;7.4;0.8;0.2;1;6.6;6.4;1.2;1.8;0.4;0.4;0;0.2;0.2;0;1.4;0;0;0
2020;2;0;7.2;1.8;0;0;0.2;0;0;0.6;0;0;0.8;0.4;0;0.4;4.6;3.6;0.4;0.6;0.6;4.2;0.4;0;0;0;0;0;0;3.8;-99;-99
2020;3;0;0;0;0;0;0;0.2;0.4;0;0;0;0;0;0.4;0;0;0;0;0;0;0.2;0.2;0;0;0;0;0;0;0.4;0;0
